kind,url,exactTitle,photographyApplicable,family,model,assignedFiles,interiorCount,exteriorCount,mismatchesFound,correctionsMade,missingVerifiedPhotography,missingReason,staticResult,httpStatus,runtimeResult,finalResult,errors,liveResult
"full-map","/service-areas/#state-modal=Colorado","Colorado Construction Project Kitchen Emergency Trailer Rental","","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Connecticut","Connecticut Construction Project Kitchen Emergency Trailer Rental","","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Delaware","Delaware Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Florida","Florida Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Georgia","Georgia Remote Operations Man Camp Temporary Facilities Rental","","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Hawaii","Hawaii Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Idaho","Idaho Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Illinois","Illinois Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Indiana","Indiana Workforce Camp Laundry Temporary Facilities Long-Term Rental","","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Iowa","Iowa Remote Operations Man Camp Temporary Facilities Rental","","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Kansas","Kansas Construction Project Kitchen Emergency Trailer Rental","","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Kentucky","Kentucky Workforce Camp Laundry Temporary Facilities Long-Term Rental","","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Louisiana","Louisiana Emergency Basecamp Shower Trailer Rental","","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Maine","Maine Commercial Food Service Commercial Kitchen Modular Building For Rent","","kitchen-modular","","","0","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Maryland","Maryland Commercial Food Service Commercial Kitchen Modular Building For Rent","","kitchen-modular","","","0","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Massachusetts","Massachusetts Remote Operations Man Camp Temporary Facilities Rental","","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Michigan","Michigan Workforce Camp Laundry Temporary Facilities Long-Term Rental","","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Minnesota","Minnesota Workforce Camp Laundry Temporary Facilities Long-Term Rental","","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Mississippi","Mississippi Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Missouri","Missouri Emergency Basecamp Shower Trailer Rental","","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Montana","Montana Commercial Food Service Commercial Kitchen Modular Building For Rent","","kitchen-modular","","","0","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Nebraska","Nebraska Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Nevada","Nevada Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=New%20Hampshire","New Hampshire Construction Project Kitchen Emergency Trailer Rental","","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=New%20Jersey","New Jersey Remote Operations Man Camp Temporary Facilities Rental","","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=New%20Mexico","New Mexico Construction Project Kitchen Emergency Trailer Rental","","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=New%20York","New York Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=North%20Carolina","North Carolina Commercial Food Service Commercial Kitchen Modular Building For Rent","","kitchen-modular","","","0","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=North%20Dakota","North Dakota Emergency Basecamp Shower Trailer Rental","","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Ohio","Ohio Workforce Housing Sleeper Bunk-Bed Facility Leasing","","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
"full-map","/service-areas/#state-modal=Oklahoma","Oklahoma Workforce Camp Laundry Temporary Facilities Long-Term Rental","","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous modal kept a fixed mixed-equipment gallery regardless of title.","Exact-title SSR template shared with dedicated pages; destroy/recreate gallery and reset on opening; no previous-state image retention.","false","","PASS","","PASS","PASS","","NOT DEPLOYED / UNVERIFIED"
